epo_train,disc_train,gen_train
2328,0.000075,0.144747
2329,0.00019,0.145649
2330,0.000404,0.145767
2331,0.000312,0.14507
2332,0.000287,0.145289
2333,0.00011,0.145046
2334,0.000125,0.144052
2335,0.000065,0.144902
2336,0.000633,0.145557
2337,0.000629,0.144226
2338,0.000257,0.144901
2339,0.000079,0.144569
2340,0.000021,0.144988
2341,0.000171,0.145338
2342,0.000785,0.144721
2343,0.000247,0.145513
2344,0.000139,0.144783
2345,0.00012,0.14475
2346,0.000508,0.145336
2347,0.000348,0.145225
2348,0.000149,0.144446
2349,0.000224,0.144205
2350,0.000125,0.144274
2351,0.000171,0.144906
2352,0.000559,0.144606
2353,0.000483,0.144975
2354,0.000083,0.144638
2355,0.000033,0.14466
2356,0.000166,0.14482
2357,0.000436,0.144237
2358,0.000435,0.1448
2359,0.000711,0.144399
2360,0.000376,0.144187
2361,0.000142,0.14553
2362,0.000073,0.144811
2363,0.000085,0.144349
2364,0.000083,0.144624
2365,0.000107,0.144801
2366,0.000419,0.144663
2367,0.000945,0.144421
2368,0.000091,0.144591
2369,0.000065,0.144755
2370,0.000093,0.144634
2371,0.000096,0.144576
2372,0.000256,0.144052
2373,0.000431,0.144452
2374,0.000157,0.145523
2375,0.000219,0.145668
2376,0.000224,0.145128
2377,0.000404,0.145366
2378,0.00021,0.144712
2379,0.000511,0.144308
2380,0.000642,0.143931
2381,0.000223,0.144239
2382,0.000253,0.144472
2383,0.000196,0.144386
2384,0.000188,0.145016
2385,0.000224,0.145301
2386,0.00045,0.14443
2387,0.000321,0.144087
2388,0.000378,0.144926
2389,0.00011,0.144113
2390,0.000058,0.144891
2391,0.000439,0.144013
2392,0.00065,0.144309
2393,0.000156,0.143298
2394,0.000261,0.143697
2395,0.000475,0.144588
2396,0.000256,0.144652
2397,0.000153,0.144764
2398,0.000072,0.143789
2399,0.000186,0.143553
2400,0.000288,0.145527
2401,0.000194,0.144552
2402,0.000356,0.144499
2403,0.000654,0.145183
2404,0.000178,0.144024
2405,0.000061,0.14336
2406,0.000289,0.144047
2407,0.000674,0.144205
2408,0.000675,0.144268
2409,0.000222,0.14411
2410,0.000229,0.144347
2411,0.000129,0.144345
2412,0.000059,0.144812
2413,0.000118,0.144924
2414,0.000346,0.144489
2415,0.000314,0.144216
2416,0.000179,0.144526
2417,0.000194,0.144647
2418,0.000163,0.145665
2419,0.000207,0.144874
2420,0.000605,0.145406
2421,0.000519,0.14426
2422,0.000328,0.143842
2423,0.000451,0.143312
2424,0.000531,0.143752
2425,0.000442,0.144104
2426,0.000146,0.145058
2427,0.000104,0.143887
2428,0.000133,0.143164
2429,0.000126,0.143792
2430,0.000192,0.143703
2431,0.000647,0.143873
2432,0.000165,0.143254
2433,0.000107,0.143127
2434,0.00042,0.14355
2435,0.000422,0.143507
2436,0.000345,0.143665
2437,0.000231,0.143391
2438,0.000136,0.144831
2439,0.00008,0.143451
2440,0.000244,0.143249
2441,0.000363,0.143117
2442,0.000395,0.144139
2443,0.000182,0.145037
2444,0.000118,0.144005
2445,0.000311,0.143747
2446,0.000487,0.143952
2447,0.000406,0.143919
2448,0.000635,0.144202
2449,0.000172,0.144784
2450,0.000032,0.144286
2451,0.000084,0.143348
2452,0.000141,0.143601
2453,0.000347,0.143801
2454,0.000398,0.144508
2455,0.000256,0.143424
2456,0.0008,0.143613
2457,0.000396,0.144241
2458,0.000024,0.144617
2459,0.000166,0.143432
2460,0.000184,0.144781
2461,0.000235,0.144319
2462,0.000401,0.144839
2463,0.000393,0.144055
2464,0.000503,0.144173
2465,0.000149,0.144122
2466,0.000235,0.143961
2467,0.000515,0.144513
2468,0.000147,0.144793
2469,0.000234,0.143971
2470,0.000812,0.144113
2471,0.000106,0.144097
2472,0.000368,0.144263
2473,0.000209,0.143805
2474,0.000117,0.143314
2475,0.000117,0.144366
2476,0.000092,0.144478
2477,0.000087,0.143941
2478,0.000217,0.143875
2479,0.000712,0.144643
2480,0.000551,0.144265
2481,0.000244,0.143777
2482,0.000091,0.143081
2483,0.000025,0.143861
2484,0.000021,0.144101
2485,0.000068,0.143527
2486,0.000308,0.143661
2487,0.00077,0.142993
2488,0.000356,0.14401
2489,0.000069,0.143168
2490,0.000039,0.144105
2491,0.000172,0.144156
2492,0.000392,0.143809
2493,0.000655,0.143443
2494,0.000317,0.143857
2495,0.000069,0.14397
2496,0.000236,0.144157
2497,0.000288,0.143493
2498,0.000494,0.143631
2499,0.000661,0.143121
2500,0.000127,0.142558
2501,0.000187,0.143355
2502,0.000214,0.143339
2503,0.000062,0.143639
2504,0.000032,0.143702
2505,0.000174,0.144022
2506,0.000163,0.143919
2507,0.000371,0.143826
2508,0.000693,0.143644
2509,0.000112,0.14349
2510,0.000099,0.143069
2511,0.000088,0.143189
2512,0.000239,0.144084
2513,0.000586,0.14319
2514,0.003601,0.143181
2515,0.000275,0.143098
2516,0.000076,0.143603
2517,0.000384,0.143204
2518,0.000107,0.144018
2519,0.00012,0.143592
2520,0.00019,0.14412
2521,0.00006,0.144332
2522,0.000043,0.143291
2523,0.000141,0.142434
2524,0.000149,0.143369
2525,0.000218,0.143761
2526,0.000081,0.142792
2527,0.000155,0.143596
2528,0.001824,0.142823
2529,0.001571,0.142448
2530,0.000039,0.14304
2531,0.000067,0.143188
2532,0.000042,0.14284
2533,0.00004,0.143938
2534,0.000034,0.143436
2535,0.000051,0.14244
2536,0.000065,0.14329
2537,0.000061,0.14304
2538,0.000124,0.143033
2539,0.00007,0.142706
2540,0.00017,0.142854
2541,0.000125,0.143328
2542,0.000134,0.143214
2543,0.000193,0.14362
2544,0.000056,0.143306
2545,0.0118,0.14452
2546,0.000355,0.143028
2547,0.000046,0.143147
2548,0.000095,0.143173
2549,0.000222,0.143729
2550,0.000084,0.143213
2551,0.000053,0.142846
2552,0.000102,0.143026
2553,0.000138,0.143449
2554,0.000065,0.143243
2555,0.000164,0.1435
2556,0.000058,0.142688
2557,0.000037,0.142845
2558,0.000043,0.142905
2559,0.000072,0.142178
2560,0.000087,0.143279
2561,0.000035,0.1434
2562,0.000058,0.142213
2563,0.000057,0.144356
2564,0.000026,0.143666
2565,0.00002,0.142973
2566,0.000026,0.142872
2567,0.000079,0.143661
2568,0.00053,0.142024
2569,0.000026,0.142924
2570,0.000045,0.142719
2571,0.000024,0.142216
2572,0.000076,0.142164
2573,0.00006,0.143198
2574,0.000236,0.143134
2575,0.000135,0.142121
2576,0.000103,0.142519
2577,0.000043,0.143032
2578,0.000532,0.143047
2579,0.000128,0.142908
2580,0.000168,0.142837
2581,0.00017,0.14265
2582,0.000173,0.142723
2583,0.000228,0.142493
2584,0.000046,0.142697
2585,0.000029,0.142692
2586,0.000031,0.14237
2587,0.000097,0.142745
2588,0.000172,0.142767
2589,0.000235,0.143027
2590,0.001005,0.143973
2591,0.000629,0.143825
2592,0.000036,0.142222
2593,0.000034,0.142127
2594,0.000023,0.142757
2595,0.000027,0.142772
2596,0.0001,0.143318
2597,0.000176,0.142943
2598,0.000096,0.143194
2599,0.000842,0.143033
2600,0.00016,0.142904
2601,0.000059,0.14335
2602,0.000167,0.142531
2603,0.000301,0.142684
2604,0.000173,0.142856
2605,0.000519,0.142957
2606,0.000538,0.14239
2607,0.000323,0.142634
2608,0.000058,0.143183
2609,0.00004,0.143219
2610,0.000094,0.143767
2611,0.000193,0.142377
2612,0.000548,0.143382
2613,0.000541,0.142663
2614,0.000055,0.14253
2615,0.000021,0.1423
2616,0.000042,0.142873
2617,0.000171,0.142702
2618,0.000393,0.143793
2619,0.000948,0.14306
2620,0.000254,0.14287
2621,0.000085,0.143659
2622,0.000147,0.141974
2623,0.000127,0.143158
2624,0.000256,0.142064
2625,0.000431,0.142601
2626,0.000181,0.142862
2627,0.000345,0.143091
2628,0.000298,0.143154
2629,0.000345,0.14183
2630,0.001586,0.142633
2631,0.00028,0.142827
2632,0.000029,0.142601
2633,0.000139,0.142569
2634,0.00033,0.142347
2635,0.000169,0.142837
2636,0.000109,0.142119
2637,0.000034,0.142052
2638,0.000467,0.14229
2639,0.001403,0.142688
2640,0.000044,0.141934
2641,0.000055,0.142508
2642,0.000073,0.143036
2643,0.000084,0.142409
2644,0.000086,0.142743
2645,0.000422,0.142453
2646,0.000539,0.142305
2647,0.000245,0.14245
2648,0.000304,0.141877
2649,0.000217,0.142515
2650,0.00005,0.14207
2651,0.000077,0.143477
2652,0.000212,0.141841
2653,0.000315,0.142774
2654,0.000322,0.14311
2655,0.000807,0.141596
2656,0.001476,0.142828
2657,0.00005,0.142481
2658,0.000028,0.143171
2659,0.00006,0.142416
2660,0.000099,0.142388
2661,0.000099,0.143163
2662,0.000079,0.14229
2663,0.000184,0.142377
2664,0.000232,0.142103
2665,0.000269,0.14266
2666,0.00041,0.141853
2667,0.000377,0.141115
2668,0.000095,0.141976
2669,0.000297,0.142265
2670,0.000146,0.141816
2671,0.000124,0.142049
2672,0.000092,0.14245
2673,0.000372,0.143138
2674,0.001055,0.142956
2675,0.000186,0.142141
2676,0.000233,0.143096
2677,0.000189,0.142061
2678,0.000158,0.142484
2679,0.000138,0.141555
2680,0.0002,0.14241
2681,0.000195,0.141879
2682,0.0001,0.142151
2683,0.000556,0.143074
2684,0.00037,0.141
2685,0.000195,0.141705
2686,0.000705,0.141694
2687,0.000454,0.142339
2688,0.000178,0.141941
2689,0.000228,0.141798
2690,0.000274,0.141906
2691,0.000489,0.142357
2692,0.000351,0.142094
2693,0.00008,0.142026
2694,0.000037,0.142649
2695,0.000143,0.143217
2696,0.00026,0.142356
2697,0.00155,0.141948
2698,0.002058,0.141553
2699,0.000088,0.141932
2700,0.00002,0.142609
2701,0.000014,0.142118
2702,0.000048,0.141361
2703,0.000028,0.141939
2704,0.00005,0.141991
2705,0.000086,0.142034
2706,0.000151,0.141539
2707,0.00003,0.141077
2708,0.000043,0.141552
2709,0.000383,0.142075
2710,0.000495,0.142834
2711,0.000103,0.14218
2712,0.000115,0.141883
2713,0.000185,0.142477
2714,0.000182,0.142088
2715,0.000132,0.141696
2716,0.000559,0.142118
2717,0.000602,0.141733
2718,0.000079,0.14215
2719,0.000111,0.141538
2720,0.000098,0.141626
2721,0.000508,0.141561
2722,0.001358,0.141978
2723,0.001054,0.142066
2724,0.000106,0.141966
2725,0.000016,0.141925
2726,0.000036,0.141827
2727,0.000071,0.141905
2728,0.000253,0.142027
2729,0.000233,0.141968
2730,0.000107,0.14227
2731,0.001792,0.142938
2732,0.000408,0.141717
2733,0.000439,0.142735
2734,0.000117,0.142093
2735,0.000217,0.14195
2736,0.000102,0.141889
2737,0.000046,0.142143
2738,0.000056,0.14154
2739,0.000089,0.141413
2740,0.000427,0.141281
2741,0.000392,0.142512
2742,0.000153,0.141756
2743,0.000077,0.141538
2744,0.000099,0.142208
2745,0.0001,0.142048
2746,0.000164,0.141909
2747,0.001064,0.142261
2748,0.00367,0.142331
2749,0.000359,0.141656
2750,0.000071,0.142297
2751,0.000082,0.142531
2752,0.000144,0.142273
2753,0.00003,0.140814
2754,0.000016,0.142229
2755,0.00002,0.14113
2756,0.000036,0.142118
2757,0.000147,0.14192
2758,0.000094,0.142375
2759,0.000163,0.142828
2760,0.000322,0.141725
2761,0.000106,0.141296
2762,0.000137,0.141708
2763,0.000219,0.141378
2764,0.00032,0.142045
2765,0.000161,0.141744
2766,0.000089,0.141295
2767,0.000222,0.141855
2768,0.000292,0.142111
2769,0.000406,0.14312
2770,0.000281,0.142004
2771,0.000078,0.141321
2772,0.000113,0.1412
2773,0.000246,0.141611
2774,0.000151,0.142298
2775,0.000746,0.142043
2776,0.00046,0.141408
2777,0.000075,0.141078
2778,0.000291,0.141921
2779,0.000331,0.140942
2780,0.000302,0.141914
2781,0.000107,0.14229
2782,0.000505,0.14231
2783,0.000199,0.141943
2784,0.000295,0.142455
2785,0.000641,0.142013
2786,0.000069,0.141032
2787,0.000036,0.141693
2788,0.000081,0.141762
2789,0.000204,0.141694
2790,0.000334,0.141991
2791,0.000785,0.141626
2792,0.00073,0.141485
2793,0.000229,0.141623
2794,0.000042,0.14148
2795,0.000033,0.141116
2796,0.000031,0.142302
2797,0.00005,0.141579
2798,0.000076,0.14141
2799,0.000189,0.140946
2800,0.000948,0.141538
2801,0.000385,0.141724
2802,0.000183,0.141415
2803,0.000239,0.141227
2804,0.000186,0.14154
2805,0.000143,0.140548
2806,0.000225,0.141489
2807,0.000285,0.141744
2808,0.000186,0.140966
2809,0.000098,0.141495
2810,0.00037,0.140998
2811,0.00033,0.14132
2812,0.000088,0.141096
2813,0.000697,0.142043
2814,0.001454,0.141164
2815,0.000253,0.14141
2816,0.000216,0.141039
2817,0.000031,0.140675
2818,0.000055,0.140778
2819,0.000064,0.140701
2820,0.000083,0.140948
2821,0.000209,0.140518
2822,0.000242,0.142046
2823,0.000161,0.140856
2824,0.000111,0.140992
2825,0.000197,0.140617
2826,0.000239,0.141757
2827,0.000254,0.141186
2828,0.000095,0.140629
2829,0.000691,0.142011
2830,0.000692,0.140552
2831,0.000139,0.140819
2832,0.021277,0.141668
2833,0.000179,0.140264
2834,0.000147,0.140951
2835,0.000061,0.142143
2836,0.000088,0.140901
2837,0.000048,0.14114
2838,0.000151,0.141447
2839,0.00017,0.140784
2840,0.000145,0.141151
2841,0.000174,0.140687
2842,0.000041,0.141014
2843,0.000071,0.141139
2844,0.000025,0.141383
2845,0.000031,0.141027
2846,0.000022,0.141233
2847,0.000062,0.141065
2848,0.000078,0.141472
2849,0.000097,0.140872
2850,0.000049,0.14055
2851,0.000025,0.14164
2852,0.000022,0.14105
2853,0.000018,0.141592
2854,0.000032,0.140732
2855,0.00002,0.14099
2856,0.000024,0.140474
2857,0.000032,0.140679
2858,0.000083,0.140129
2859,0.000033,0.140737
2860,0.000056,0.142284
2861,0.000123,0.140678
2862,0.000026,0.140739
2863,0.000018,0.141501
2864,0.000041,0.140711
2865,0.000019,0.140738
2866,0.000037,0.141661
2867,0.000803,0.141906
2868,0.000095,0.141005
2869,0.000034,0.140884
2870,0.00003,0.141083
2871,0.000037,0.140861
2872,0.000027,0.140941
2873,0.000043,0.140832
2874,0.000053,0.140645
2875,0.000114,0.13955
2876,0.000283,0.140859
2877,0.000222,0.140926
2878,0.000088,0.140667
2879,0.000232,0.142069
2880,0.000089,0.140769
2881,0.00041,0.140592
2882,0.000133,0.141094
2883,0.000081,0.140369
2884,0.000058,0.140528
2885,0.000201,0.140984
2886,0.000171,0.141924
2887,0.000307,0.141177
2888,0.000263,0.140667
2889,0.000156,0.140228
2890,0.000072,0.140813
2891,0.000123,0.141411
2892,0.000382,0.140924
2893,0.00012,0.140736
2894,0.000117,0.140178
2895,0.000218,0.14071
2896,0.000162,0.140304
2897,0.000158,0.13946
2898,0.000197,0.140374
2899,0.000142,0.141048
2900,0.000204,0.139788
2901,0.000251,0.140812
2902,0.000442,0.141086
2903,0.000279,0.140228
2904,0.000049,0.141152
2905,0.000079,0.14128
2906,0.000177,0.141389
2907,0.000376,0.140944
2908,0.000326,0.140539
2909,0.000097,0.141374
2910,0.00006,0.140924
2911,0.000059,0.140618
2912,0.000123,0.141796
2913,0.000315,0.140991
2914,0.000425,0.140652
2915,0.000202,0.140515
2916,0.000097,0.140295
2917,0.000267,0.140462
2918,0.00032,0.140484
2919,0.000206,0.14129
2920,0.000104,0.14055
2921,0.000108,0.14019
2922,0.000895,0.140791
2923,0.00038,0.140838
2924,0.000037,0.140313
2925,0.00011,0.1403
2926,0.000213,0.140619
2927,0.000218,0.14053
2928,0.000161,0.1414
2929,0.000384,0.140687
2930,0.000412,0.140451
2931,0.000115,0.140822
2932,0.000184,0.140442
2933,0.000159,0.140948
2934,0.000203,0.140292
2935,0.000078,0.139906
2936,0.000046,0.140543
2937,0.00017,0.140323
2938,0.000447,0.140406
2939,0.000768,0.140916
2940,0.000081,0.140591
2941,0.000062,0.139933
2942,0.000164,0.140546
2943,0.000435,0.140544
2944,0.000282,0.141187
2945,0.000071,0.140645
2946,0.00008,0.140385
2947,0.000106,0.140602
2948,0.000458,0.140709
2949,0.000398,0.139864
2950,0.000208,0.140698
2951,0.000147,0.140711
2952,0.000114,0.140774
2953,0.000129,0.140107
2954,0.000295,0.140268
2955,0.000411,0.139353
2956,0.000256,0.140579
2957,0.000112,0.140083
2958,0.000079,0.140932
2959,0.000309,0.14055
2960,0.00024,0.14124
2961,0.00026,0.141379
2962,0.000404,0.141031
2963,0.000215,0.139949
2964,0.000163,0.140465
2965,0.000071,0.140582
2966,0.000125,0.140188
2967,0.000312,0.140181
2968,0.000452,0.141084
2969,0.000499,0.140915
2970,0.000091,0.141406
2971,0.000063,0.140513
2972,0.000099,0.140183
2973,0.000116,0.140397
2974,0.00039,0.140454
2975,0.000389,0.139625
2976,0.000341,0.13971
2977,0.000511,0.140057
2978,0.000271,0.14117
2979,0.000065,0.140618
2980,0.000109,0.139968
2981,0.00027,0.140589
2982,0.002025,0.141413
2983,0.000268,0.140045
2984,0.000158,0.140229
2985,0.000248,0.139941
2986,0.000103,0.140442
2987,0.000048,0.140993
2988,0.000049,0.13954
2989,0.000211,0.139407
2990,0.001468,0.140514
2991,0.001435,0.139839
2992,0.000085,0.140295
2993,0.000246,0.140413
2994,0.000083,0.139296
2995,0.000022,0.139706
2996,0.000014,0.140304
2997,0.000015,0.140036
2998,0.000303,0.139435
2999,0.004938,0.139642
3000,0.000083,0.139924
3001,0.00021,0.139845
3002,0.000017,0.140013
3003,0.000072,0.140152
3004,0.000079,0.139057
3005,0.00021,0.139817
3006,0.000041,0.139754
3007,0.000173,0.139492
3008,0.000039,0.140261
3009,0.000016,0.140569
3010,0.000013,0.140588
3011,0.000027,0.139963
3012,0.000212,0.140056
3013,0.000145,0.140604
3014,0.000238,0.139208
3015,0.000077,0.139865
3016,0.000044,0.140369
3017,0.000149,0.140215
3018,0.000093,0.140121
3019,0.000442,0.140386
3020,0.000301,0.140493
3021,0.000169,0.139628
3022,0.000129,0.139696
3023,0.000128,0.140137
3024,0.000093,0.139863
3025,0.000213,0.140232
3026,0.000438,0.140193
3027,0.000641,0.140391
3028,0.000343,0.14058
3029,0.000166,0.140315
3030,0.000111,0.140203
3031,0.000067,0.140173
3032,0.000048,0.140172
3033,0.000141,0.140563
3034,0.000369,0.14013
3035,0.000746,0.139725
3036,0.000172,0.139281
3037,0.000033,0.139971
3038,0.000171,0.13991
3039,0.000094,0.140602
3040,0.000135,0.139821
3041,0.000958,0.140023
3042,0.000178,0.140785
3043,0.000114,0.139828
3044,0.000279,0.140114
3045,0.000504,0.139809
3046,0.000177,0.140049
3047,0.000069,0.140464
3048,0.000022,0.140196
3049,0.000073,0.139284
3050,0.000177,0.139286
3051,0.000406,0.13923
3052,0.00038,0.140367
3053,0.000904,0.138762
3054,0.000229,0.138916
3055,0.000022,0.139984
3056,0.000019,0.140709
3057,0.00002,0.13917
3058,0.000032,0.139466
3059,0.000132,0.139105
3060,0.000621,0.139286
3061,0.00064,0.140063
3062,0.000394,0.13959
3063,0.000204,0.140142
3064,0.00012,0.140302
3065,0.000622,0.138623
3066,0.000144,0.138918
3067,0.000183,0.139392
3068,0.000176,0.139295
3069,0.000421,0.140513
3070,0.000105,0.139407
3071,0.000265,0.139927
3072,0.000823,0.139099
3073,0.000039,0.1391
3074,0.000034,0.139882
3075,0.000052,0.140269
3076,0.000083,0.138891
3077,0.000098,0.139925
3078,0.000172,0.138589
3079,0.000104,0.139415
3080,0.000301,0.139543
3081,0.000616,0.138703
3082,0.000787,0.138907
3083,0.00008,0.140337
3084,0.000108,0.139273
3085,0.000048,0.139819
3086,0.000029,0.139103
3087,0.000055,0.139854
3088,0.000116,0.139063
3089,0.000585,0.139894
3090,0.000553,0.139713
3091,0.000131,0.14055
3092,0.000152,0.139503
3093,0.000038,0.139436
3094,0.000031,0.139494
3095,0.000044,0.140481
3096,0.000293,0.139976
3097,0.000796,0.139568
3098,0.000144,0.139787
3099,0.00019,0.139985
3100,0.000119,0.139106
3101,0.000363,0.140889
3102,0.000212,0.139227
3103,0.000098,0.139702
3104,0.000167,0.140101